ID,Form,Lemma,Postag,NER,Head,Deprel,Clausal Tag,Record ID,Sentence ID,Document ID,Document
1,Legislation,legislation,NN,O,4,nsubj:pass,NP,16726,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
2,should,should,MD,O,4,aux,VP,16727,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
3,be,be,VB,O,4,aux:pass,VP,16728,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
4,enacted,enact,VBN,O,0,ROOT,VP,16729,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
5,defining,define,VBG,O,4,ccomp,VP,16730,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
6,as,as,IN,O,9,case,0,16731,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
7,a,a,DT,O,9,det,NP,16732,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
8,criminal,criminal,JJ,O,9,amod,0,16733,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
9,offense,offense,NN,O,5,obl:as,0,16734,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
10,every,every,DT,O,12,det,NP,16735,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
11,willful,willful,JJ,O,12,amod,0,16736,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
12,violation,violation,NN,O,21,nsubj,0,16737,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
13,of,of,IN,O,16,case,0,16738,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
14,the,the,DT,O,16,det,NP,16739,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
15,presidential,presidential,JJ,O,16,amod,0,16740,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
16,proclamations,proclamation,NNS,O,12,nmod:of,0,16741,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
17,relating,relate,VBG,O,16,acl,VP,16742,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
18,to,to,IN,O,20,case,0,16743,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
19,alien,alien,JJ,O,20,amod,NP,16744,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
20,enemies,enemy,NNS,O,17,obl:to,0,16745,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
21,promulgated,promulgate,VBD,O,9,acl:relcl,VP,16746,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
22,under,under,IN,O,23,case,0,16747,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
23,section,section,NN,O,21,obl:under,NP,16748,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
24,4067,4067,CD,NUMBER,23,nummod,0,16749,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
25,of,of,IN,O,28,case,0,16750,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
26,the,the,DT,O,28,det,NP,16751,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
27,Revised,revise,VBN,O,28,amod,0,16752,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
28,Statutes,statute,NNS,O,23,nmod:of,0,16753,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
29,and,and,CC,O,30,cc,0,16754,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
30,providing,provide,VBG,O,5,conj:and,VP,16755,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
31,appropriate,appropriate,JJ,O,32,amod,NP,16756,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
32,punishments,punishment,NNS,O,30,obj,0,16757,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
33,;,;,:,O,4,punct,0,16758,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
34,and,and,CC,O,42,cc,0,16759,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
35,women,woman,NNS,O,42,nsubj:pass,NP,16760,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
36,as,as,RB,O,39,cc,0,16761,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
37,well,well,RB,O,36,fixed,0,16762,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
38,as,as,IN,O,36,fixed,0,16763,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
39,men,man,NNS,O,42,nsubj:pass,NP,16764,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
40,should,should,MD,O,42,aux,VP,16765,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
41,be,be,VB,O,42,aux:pass,VP,16766,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
42,included,include,VBN,O,4,conj:and,VP,16767,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
43,under,under,IN,O,45,case,0,16768,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
44,the,the,DT,O,45,det,NP,16769,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
45,terms,term,NNS,O,42,obl:under,0,16770,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
46,of,of,IN,O,48,case,0,16771,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
47,the,the,DT,O,48,det,NP,16772,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
48,acts,act,NNS,O,45,nmod:of,0,16773,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
49,placing,place,VBG,O,42,xcomp,VP,16774,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
50,restraints,restraint,NNS,O,49,obj,NP,16775,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
51,upon,upon,IN,O,53,case,0,16776,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
52,alien,alien,JJ,O,53,amod,0,16777,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
53,enemies,enemy,NNS,O,49,obl:upon,0,16778,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
54,.,.,.,O,4,punct,0,16779,113,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
1,It,it,PRP,O,3,nsubj,NP,16780,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
2,is,be,VBZ,O,3,cop,VP,16781,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
3,likely,likely,JJ,O,0,ROOT,0,16782,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
4,that,that,IN,O,14,mark,SBAR,16783,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
5,as,as,IN,O,7,mark,SBAR,16784,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
6,time,time,NN,O,7,nsubj,NP,16785,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
7,goes,go,VBZ,O,14,csubj,VP,16786,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
8,on,on,IN,O,11,case,0,16787,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
9,many,many,JJ,O,11,amod,NP,16788,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
10,alien,alien,JJ,O,11,amod,0,16789,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
11,enemies,enemy,NNS,O,7,obl:on,0,16790,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
12,will,will,MD,O,14,aux,VP,16791,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
13,be,be,VB,O,14,cop,VP,16792,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
14,willing,willing,JJ,O,3,ccomp,0,16793,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
15,to,to,TO,O,17,mark,VP,16794,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
16,be,be,VB,O,17,aux:pass,VP,16795,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
17,fed,feed,VBN,O,14,xcomp,VP,16796,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
18,and,and,CC,O,19,cc,0,16797,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
19,housed,house,VBN,O,17,conj:and,0,16798,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
20,at,at,IN,O,22,case,0,16799,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
21,the,the,DT,O,22,det,NP,16800,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
22,expense,expense,NN,O,17,obl:at,0,16801,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
23,of,of,IN,O,25,case,0,16802,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
24,the,the,DT,O,25,det,NP,16803,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
25,Government,government,NN,O,22,nmod:of,0,16804,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
26,in,in,IN,O,29,case,0,16805,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
27,the,the,DT,O,29,det,NP,16806,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
28,detention,detention,NN,O,29,compound,0,16807,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
29,camps,camp,NNS,O,25,nmod:in,0,16808,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
30,and,and,CC,O,35,cc,0,16809,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
31,it,it,PRP,O,35,nsubj,NP,16810,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
32,would,would,MD,O,35,aux,VP,16811,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
33,be,be,VB,O,35,cop,VP,16812,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
34,the,the,DT,O,35,det,NP,16813,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
35,purpose,purpose,NN,O,14,conj:and,0,16814,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
36,of,of,IN,O,38,case,0,16815,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
37,the,the,DT,O,38,det,NP,16816,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
38,legislation,legislation,NN,O,35,nmod:of,0,16817,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
39,I,I,PRP,O,43,nsubj:xsubj,NP,16818,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
40,have,have,VBP,O,41,aux,VP,16819,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
41,suggested,suggest,VBN,O,38,acl:relcl,VP,16820,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
42,to,to,TO,O,43,mark,VP,16821,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
43,confine,confine,VB,O,41,xcomp,VP,16822,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
44,offenders,offender,NNS,O,43,obj,NP,16823,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
45,among,among,IN,O,46,case,0,16824,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
46,them,they,PRP,O,44,nmod:among,NP,16825,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
47,in,in,IN,O,48,case,0,16826,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
48,penitentiaries,penitentiary,NNS,O,43,obl:in,NP,16827,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
49,and,and,CC,O,52,cc,0,16828,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
50,other,other,JJ,O,52,amod,NP,16829,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
51,similar,similar,JJ,O,52,amod,0,16830,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
52,institutions,institution,NNS,O,48,conj:and,0,16831,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
53,where,where,WRB,O,57,advmod,SBAR,16832,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
54,they,they,PRP,O,59,nsubj:xsubj,NP,16833,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
55,could,could,MD,O,57,aux,VP,16834,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
56,be,be,VB,O,57,aux:pass,VP,16835,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
57,made,make,VBN,O,43,advcl,VP,16836,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
58,to,to,TO,O,59,mark,VP,16837,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
59,work,work,VB,O,57,xcomp,VP,16838,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
60,as,as,IN,O,63,mark,SBAR,16839,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
61,other,other,JJ,O,62,amod,NP,16840,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
62,criminals,criminal,NNS,O,63,nsubj,0,16841,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
63,do,do,VBP,O,59,advcl:as,VP,16842,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
64,.,.,.,O,3,punct,0,16843,114,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
1,Recent,recent,JJ,O,2,amod,NP,16844,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
2,experience,experience,NN,O,4,nsubj,0,16845,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
3,has,have,VBZ,O,4,aux,VP,16846,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
4,convinced,convince,VBN,O,0,ROOT,VP,16847,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
5,me,I,PRP,O,4,obj,NP,16848,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
6,that,that,IN,O,10,mark,SBAR,16849,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
7,the,the,DT,O,8,det,NP,16850,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
8,Congress,Congress,NNP,ORGANIZATION,10,nsubj,0,16851,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
9,must,must,MD,O,10,aux,VP,16852,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
10,go,go,VB,O,4,ccomp,VP,16853,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
11,further,further,RBR,O,10,advmod,0,16854,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
12,in,in,IN,O,13,mark,0,16855,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
13,authorizing,authorize,VBG,O,10,advcl:in,VP,16856,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
14,the,the,DT,O,15,det,NP,16857,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
15,Government,government,NN,O,13,obj,0,16858,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
16,to,to,TO,O,17,mark,VP,16859,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
17,set,set,VB,O,13,advcl:to,VP,16860,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
18,limits,limit,NNS,O,17,obj,NP,16861,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
19,to,to,IN,O,20,case,0,16862,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
20,prices,price,NNS,O,17,obl:to,NP,16863,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
21,.,.,.,O,4,punct,0,16864,115,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
1,The,the,DT,O,2,det,NP,16865,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
2,law,law,NN,O,16,nsubj:pass,0,16866,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
3,of,of,IN,O,4,case,0,16867,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
4,supply,supply,NN,O,2,nmod:of,NP,16868,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
5,and,and,CC,O,6,cc,0,16869,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
6,demand,demand,NN,O,4,conj:and,0,16870,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
7,",",",",",",O,10,punct,0,16871,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
8,I,I,PRP,O,12,nsubj:xsubj,NP,16872,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
9,am,be,VBP,O,10,cop,VP,16873,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
10,sorry,sorry,JJ,O,16,parataxis,0,16874,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
11,to,to,TO,O,12,mark,VP,16875,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
12,say,say,VB,O,10,xcomp,VP,16876,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
13,",",",",",",O,10,punct,0,16877,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
14,has,have,VBZ,O,16,aux,VP,16878,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
15,been,be,VBN,O,16,aux:pass,VP,16879,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
16,replaced,replace,VBN,O,0,ROOT,VP,16880,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
17,by,by,IN,O,19,case,0,16881,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
18,the,the,DT,O,19,det,NP,16882,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
19,law,law,NN,O,16,obl:agent,0,16883,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
20,of,of,IN,O,22,case,0,16884,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
21,unrestrained,unrestrained,JJ,O,22,amod,NP,16885,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
22,selfishness,selfishness,NN,O,19,nmod:of,0,16886,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
23,.,.,.,O,16,punct,0,16887,116,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
1,While,while,IN,O,4,mark,SBAR,16888,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
2,we,we,PRP,O,4,nsubj,NP,16889,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
3,have,have,VBP,O,4,aux,VP,16890,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
4,eliminated,eliminate,VBN,O,13,advcl:while,VP,16891,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
5,profiteering,profiteer,VBG,O,4,xcomp,VP,16892,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
6,in,in,IN,O,8,case,0,16893,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
7,several,several,JJ,O,8,amod,NP,16894,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
8,branches,branch,NNS,O,5,obl:in,0,16895,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
9,of,of,IN,O,10,case,0,16896,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
10,industry,industry,NN,O,8,nmod:of,NP,16897,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
11,it,it,PRP,O,13,nsubj,NP,16898,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
12,still,still,RB,O,13,advmod,0,16899,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
13,runs,run,VBZ,O,0,ROOT,VP,16900,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
14,impudently,impudently,RB,O,15,advmod,0,16901,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
15,rampant,rampant,JJ,O,13,xcomp,0,16902,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
16,in,in,IN,O,17,case,0,16903,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
17,others,other,NNS,O,15,obl:in,NP,16904,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
18,.,.,.,O,13,punct,0,16905,117,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
1,The,the,DT,O,2,det,NP,16906,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
2,farmers,farmer,NNS,O,7,nsubj,0,16907,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
3,",",",",",",O,2,punct,0,16908,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
4,for,for,IN,O,5,case,0,16909,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
5,example,example,NN,O,2,nmod:for,NP,16910,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
6,",",",",",",O,2,punct,0,16911,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
7,complain,complain,VBP,O,0,ROOT,VP,16912,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
8,with,with,IN,O,11,case,0,16913,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
9,a,a,DT,O,11,det,NP,16914,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
10,great,great,JJ,O,11,amod,0,16915,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
11,deal,deal,NN,O,7,obl:with,0,16916,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
12,of,of,IN,O,13,case,0,16917,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
13,justice,justice,NN,O,11,nmod:of,NP,16918,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
14,that,that,WDT,O,29,dep,SBAR,16919,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
15,",",",",",",O,29,punct,0,16920,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
16,while,while,IN,O,22,mark,SBAR,16921,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
